Salle,Film,Version,Relief,Payants,Gratuits,Places libres,Taux remplissage,date,time
SALLE 6,La Petite Taupe,VF,2D,58.0,12.0,218.0,"24,31%",24/06/2021,10:05
SALLE 1,L'extraordinaire Voyage De Marona,FR,2D,32.0,4.0,57.0,"38,71%",24/06/2021,13:45
SALLE 2,"Calamity, Une Enfance De Martha Jane Cannary",FR,2D,39.0,3.0,102.0,"29,17%",24/06/2021,13:45
SALLE 3,L'extraordinaire Voyage De Marona,FR,2D,69.0,7.0,116.0,"39,58%",24/06/2021,13:45
SALLE 4,The Father,FR,2D,3.0,1.0,89.0,"4,30%",24/06/2021,13:45
SALLE 5,Les 2 Alfred,FR,2D,2.0,,112.0,"1,75%",24/06/2021,13:45
SALLE 6,Le Discours,FR,2D,3.0,,285.0,"1,04%",24/06/2021,13:45
SALLE 1,D'où L'on Vient,VF,2D,2.0,,91.0,"2,15%",24/06/2021,15:45
SALLE 2,Si Le Vent Tombe,VO,2D,5.0,,139.0,"3,47%",24/06/2021,15:45
SALLE 6,Opération Portugal,FR,2D,10.0,,278.0,"3,47%",24/06/2021,15:45
SALLE 3,Un Homme En Colère,VF,2D,8.0,,184.0,"4,17%",24/06/2021,16:00
SALLE 4,The Father,VO,2D,2.0,,91.0,"2,15%",24/06/2021,16:00
SALLE 5,Conjuring 3 : Sous L'emprise Du Diable,VF,2D,21.0,,93.0,"18,42%",24/06/2021,16:00
SALLE 2,Cruella,VF,2D,23.0,,121.0,"15,97%",24/06/2021,18:00
SALLE 4,D'où L'on Vient,VO,2D,2.0,,91.0,"2,15%",24/06/2021,18:00
SALLE 6,L' Un Des Nôtres,VF,2D,1.0,,287.0,"0,35%",24/06/2021,18:00
SALLE 1,Nomadland,VO,2D,3.0,,90.0,"3,23%",24/06/2021,18:30
SALLE 3,Les 2 Alfred,FR,2D,2.0,,190.0,"1,04%",24/06/2021,18:30
SALLE 5,Un Tour Chez Ma Fille,FR,2D,5.0,,109.0,"4,39%",24/06/2021,18:45
SALLE 6,Cruella,VF,2D,29.0,,259.0,"10,07%",24/06/2021,20:30
SALLE 3,Conjuring 3 : Sous L'emprise Du Diable,VF,2D,40.0,,152.0,"20,83%",24/06/2021,20:45
SALLE 5,Un Homme En Colère,VF,2D,8.0,,106.0,"7,02%",24/06/2021,20:45
SALLE 1,Adieu Les Cons,FR,2D,5.0,1.0,87.0,"6,45%",24/06/2021,21:00
SALLE 2,Opération Portugal,FR,2D,41.0,,103.0,"28,47%",24/06/2021,21:00
SALLE 4,Le Discours,FR,2D,2.0,,91.0,"2,15%",24/06/2021,21:00
SALLE 3,"Calamity, Une Enfance De Martha Jane Cannary",FR,2D,61.0,6.0,125.0,"34,90%",25/06/2021,10:15
SALLE 6,Le Chant De La Mer,FR,2D,85.0,8.0,195.0,"32,29%",25/06/2021,10:15
SALLE 1,"Calamity, Une Enfance De Martha Jane Cannary",FR,2D,27.0,3.0,63.0,"32,26%",25/06/2021,10:20
SALLE 1,D'où L'on Vient,VF,2D,3.0,,90.0,"3,23%",25/06/2021,15:30
SALLE 2,Les 2 Alfred,FR,2D,13.0,,131.0,"9,03%",25/06/2021,15:45
SALLE 4,Nomadland,VO,2D,3.0,,90.0,"3,23%",25/06/2021,15:45
SALLE 5,The Father,FR,2D,6.0,,108.0,"5,26%",25/06/2021,15:45
SALLE 3,Un Tour Chez Ma Fille,FR,2D,19.0,2.0,171.0,"10,94%",25/06/2021,16:00
SALLE 6,Adieu Les Cons,FR,2D,,,288.0,,25/06/2021,16:00
SALLE 2,Les 2 Alfred,FR,2D,1.0,,143.0,"0,69%",25/06/2021,18:00
SALLE 3,Cruella,VF,2D,13.0,2.0,177.0,"7,81%",25/06/2021,18:00
SALLE 5,Un Homme En Colère,VF,2D,4.0,,110.0,"3,51%",25/06/2021,18:00
SALLE 4,L' Un Des Nôtres,VF,2D,4.0,,89.0,"4,30%",25/06/2021,18:15
SALLE 6,Opération Portugal,FR,2D,17.0,,271.0,"5,90%",25/06/2021,18:15
SALLE 1,Le Discours,FR,2D,2.0,,91.0,"2,15%",25/06/2021,18:30
SALLE 2,Si Le Vent Tombe,VO,2D,33.0,,111.0,"22,92%",25/06/2021,20:00
SALLE 1,D'où L'on Vient,VO,2D,3.0,,90.0,"3,23%",25/06/2021,20:30
SALLE 6,Cruella,VF,2D,39.0,,249.0,"13,54%",25/06/2021,20:30
SALLE 5,Conjuring 3 : Sous L'emprise Du Diable,VF,2D,39.0,,75.0,"34,21%",25/06/2021,20:45
SALLE 3,Opération Portugal,FR,2D,37.0,,155.0,"19,27%",25/06/2021,21:00
SALLE 4,Un Tour Chez Ma Fille,FR,2D,14.0,,79.0,"15,05%",25/06/2021,21:00
SALLE 1,L' Un Des Nôtres,VF,2D,6.0,,87.0,"6,45%",26/06/2021,13:30
SALLE 2,Les Bouchetrous,VF,2D,5.0,,139.0,"3,47%",26/06/2021,13:30
SALLE 3,Tom Et Jerry,VF,2D,5.0,,187.0,"2,60%",26/06/2021,13:30
SALLE 4,Nomadland,VO,2D,2.0,,91.0,"2,15%",26/06/2021,13:30
SALLE 5,Le Discours,FR,2D,,,114.0,,26/06/2021,13:30
SALLE 6,Opération Portugal,FR,2D,2.0,,286.0,"0,69%",26/06/2021,13:30
SALLE 5,La Chouette En Toque,FR,2D,5.0,,109.0,"4,39%",26/06/2021,15:20
SALLE 2,D'où L'on Vient,VF,2D,2.0,,142.0,"1,39%",26/06/2021,15:30
SALLE 3,Cruella,VF,2D,25.0,,167.0,"13,02%",26/06/2021,15:45
SALLE 6,Un Tour Chez Ma Fille,FR,2D,6.0,,282.0,"2,08%",26/06/2021,15:45
SALLE 1,Les Bouchetrous,VF,2D,9.0,,84.0,"9,68%",26/06/2021,16:00
SALLE 4,Conjuring 3 : Sous L'emprise Du Diable,VF,2D,18.0,,75.0,"19,35%",26/06/2021,16:00
SALLE 5,Si Le Vent Tombe,VO,2D,6.0,,108.0,"5,26%",26/06/2021,16:40
SALLE 6,Cruella,VF,2D,17.0,,271.0,"5,90%",26/06/2021,17:45
SALLE 1,Tom Et Jerry,VF,2D,9.0,,84.0,"9,68%",26/06/2021,18:15
SALLE 2,Opération Portugal,FR,2D,13.0,,131.0,"9,03%",26/06/2021,18:30
SALLE 3,Un Homme En Colère,VF,2D,9.0,,183.0,"4,69%",26/06/2021,18:30
SALLE 4,Les 2 Alfred,FR,2D,4.0,,89.0,"4,30%",26/06/2021,18:30
SALLE 5,Un Tour Chez Ma Fille,FR,2D,25.0,,89.0,"21,93%",26/06/2021,19:00
SALLE 4,D'où L'on Vient,VF,2D,2.0,,91.0,"2,15%",26/06/2021,20:30
SALLE 6,Cruella,VF,2D,24.0,1.0,263.0,"8,68%",26/06/2021,20:45
SALLE 1,Les 2 Alfred,FR,2D,19.0,,74.0,"20,43%",26/06/2021,21:00
SALLE 2,Opération Portugal,FR,2D,55.0,,89.0,"38,19%",26/06/2021,21:00
SALLE 3,Conjuring 3 : Sous L'emprise Du Diable,VF,2D,70.0,,122.0,"36,46%",26/06/2021,21:00
SALLE 5,Un Homme En Colère,VF,2D,28.0,1.0,85.0,"25,44%",26/06/2021,21:00
SALLE 4,D'où L'on Vient,VF,2D,,,93.0,,27/06/2021,10:45
SALLE 1,La Chouette En Toque,FR,2D,10.0,,83.0,"10,75%",27/06/2021,11:00
SALLE 2,Tom Et Jerry,VF,2D,2.0,,142.0,"1,39%",27/06/2021,11:00
SALLE 3,Les Bouchetrous,VF,2D,6.0,,186.0,"3,13%",27/06/2021,11:00
SALLE 5,Les Ours Gloutons,VF,2D,9.0,,105.0,"7,89%",27/06/2021,11:00
SALLE 6,L' Un Des Nôtres,VF,2D,3.0,,285.0,"1,04%",27/06/2021,11:00
SALLE 5,Conjuring 3 : Sous L'emprise Du Diable,VF,2D,2.0,,112.0,"1,75%",27/06/2021,13:30
SALLE 6,Cruella,VF,2D,13.0,1.0,274.0,"4,86%",27/06/2021,13:30
SALLE 1,Les Bouchetrous,VF,2D,10.0,,83.0,"10,75%",27/06/2021,13:45
SALLE 2,Pierre Lapin 2,VF,2D,34.0,,110.0,"23,61%",27/06/2021,13:45
SALLE 3,Opération Portugal,FR,2D,28.0,,164.0,"14,58%",27/06/2021,13:45
SALLE 4,Un Homme En Colère,VF,2D,3.0,,90.0,"3,23%",27/06/2021,13:45
SALLE 1,D'où L'on Vient,VF,2D,15.0,,78.0,"16,13%",27/06/2021,15:45
SALLE 2,Cruella,VF,2D,37.0,2.0,105.0,"27,08%",27/06/2021,16:00
SALLE 5,Tom Et Jerry,VF,2D,15.0,2.0,97.0,"14,91%",27/06/2021,16:00
SALLE 3,Les Croods 2 : Une Nouvelle ère,VF,2D,47.0,,145.0,"24,48%",27/06/2021,16:15
SALLE 6,Opération Portugal,FR,2D,26.0,,262.0,"9,03%",27/06/2021,16:15
SALLE 4,Un Tour Chez Ma Fille,FR,2D,19.0,,74.0,"20,43%",27/06/2021,16:30
SALLE 5,Cruella,VF,2D,24.0,,90.0,"21,05%",27/06/2021,18:15
SALLE 3,Conjuring 3 : Sous L'emprise Du Diable,VF,2D,31.0,,161.0,"16,15%",27/06/2021,18:30
SALLE 4,Nomadland,VO,2D,13.0,,80.0,"13,98%",27/06/2021,18:30
SALLE 6,Adieu Les Cons,FR,2D,32.0,,256.0,"11,11%",27/06/2021,18:30
SALLE 1,Les 2 Alfred,FR,2D,2.0,,91.0,"2,15%",27/06/2021,18:45
SALLE 2,Opération Portugal,FR,2D,23.0,,121.0,"15,97%",27/06/2021,18:45
SALLE 1,Si Le Vent Tombe,VO,2D,3.0,,90.0,"3,23%",27/06/2021,21:00
SALLE 2,Un Homme En Colère,VF,2D,9.0,,135.0,"6,25%",27/06/2021,21:00
SALLE 3,Un Tour Chez Ma Fille,FR,2D,2.0,,190.0,"1,04%",27/06/2021,21:00
SALLE 4,Le Discours,FR,2D,4.0,2.0,87.0,"6,45%",27/06/2021,21:00
SALLE 5,The Father,VO,2D,2.0,,112.0,"1,75%",27/06/2021,21:00
SALLE 6,L' Un Des Nôtres,VF,2D,1.0,,287.0,"0,35%",27/06/2021,21:00
SALLE 2,Cruella,VF,2D,56.0,,88.0,"38,89%",28/06/2021,15:30
SALLE 3,L' Un Des Nôtres,VF,2D,6.0,,186.0,"3,13%",28/06/2021,15:30
SALLE 5,Nomadland,VO,2D,1.0,,113.0,"0,88%",28/06/2021,15:30
SALLE 1,Le Discours,FR,2D,3.0,,90.0,"3,23%",28/06/2021,15:45
SALLE 4,Les 2 Alfred,FR,2D,14.0,,79.0,"15,05%",28/06/2021,15:45
SALLE 6,Conjuring 3 : Sous L'emprise Du Diable,VF,2D,38.0,2.0,248.0,"13,89%",28/06/2021,15:45
SALLE 1,D'où L'on Vient,VF,2D,2.0,,91.0,"2,15%",28/06/2021,18:00
SALLE 2,Opération Portugal,FR,2D,15.0,2.0,127.0,"11,81%",28/06/2021,18:15
SALLE 3,Un Homme En Colère,VF,2D,10.0,,182.0,"5,21%",28/06/2021,18:15
SALLE 4,Si Le Vent Tombe,VO,2D,7.0,,86.0,"7,53%",28/06/2021,18:15
SALLE 5,Adieu Les Cons,FR,2D,6.0,,108.0,"5,26%",28/06/2021,18:30
SALLE 6,Un Tour Chez Ma Fille,FR,2D,19.0,1.0,268.0,"6,94%",28/06/2021,18:30
SALLE 2,D'où L'on Vient,VF,2D,,,144.0,,28/06/2021,20:30
SALLE 6,Cruella,VF,2D,17.0,,271.0,"5,90%",28/06/2021,20:30
SALLE 5,Conjuring 3 : Sous L'emprise Du Diable,VF,2D,12.0,,102.0,"10,53%",28/06/2021,20:45
SALLE 1,L' Un Des Nôtres,VF,2D,,,93.0,,28/06/2021,21:00
SALLE 3,Opération Portugal,FR,2D,13.0,,179.0,"6,77%",28/06/2021,21:00
SALLE 4,Les 2 Alfred,FR,2D,4.0,,89.0,"4,30%",28/06/2021,21:00
SALLE 3,Conjuring 3 : Sous L'emprise Du Diable,VF,2D,13.0,,179.0,"6,77%",29/06/2021,15:30
SALLE 5,D'où L'on Vient,VO,2D,6.0,,108.0,"5,26%",29/06/2021,15:30
SALLE 6,L' Un Des Nôtres,VF,2D,,,288.0,,29/06/2021,15:30
SALLE 1,Si Le Vent Tombe,VO,2D,2.0,,91.0,"2,15%",29/06/2021,16:00
